COUNTRY,PRODUCT,FLOW,UNIT,TIME,VALUE,YEAR,MONTH
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-08-01,1.51,2019,8
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-09-01,1.48,2019,9
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-10-01,1.48,2019,10
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-11-01,1.48,2019,11
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-12-01,1.5,2019,12
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-01-01,1.51,2020,1
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-02-01,1.44,2020,2
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-03-01,1.36,2020,3
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-04-01,1.14,2020,4
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-05-01,1.16,2020,5
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-06-01,1.31,2020,6
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-07-01,1.39,2020,7
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-08-01,1.44,2020,8
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-09-01,1.44,2020,9
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-10-01,1.42,2020,10
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-11-01,1.39,2020,11
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-12-01,1.47,2020,12
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-01-01,1.51,2021,1
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-02-01,1.55,2021,2
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-03-01,1.61,2021,3
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-04-01,1.63,2021,4
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-05-01,1.68,2021,5
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-06-01,1.69,2021,6
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-07-01,1.72,2021,7
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-08-01,1.71,2021,8
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-09-01,1.74,2021,9
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-10-01,1.72,2021,10
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-11-01,1.69,2021,11
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-12-01,1.67,2021,12
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-01-01,1.7,2022,1
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-02-01,1.74,2022,2
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-03-01,1.79,2022,3
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-04-01,1.79,2022,4
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-05-01,1.87,2022,5
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-06-01,1.96,2022,6
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-07-01,1.87,2022,7
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-08-01,1.6,2022,8
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-09-01,1.46,2022,9
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-10-01,1.45,2022,10
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-11-01,1.59,2022,11
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-12-01,1.54,2022,12
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-01-01,1.49,2023,1
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-02-01,1.56,2023,2
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-03-01,1.55,2023,3
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-04-01,1.62,2023,4
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-05-01,1.53,2023,5
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-06-01,1.54,2023,6
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-07-01,1.66,2023,7
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-08-01,1.73,2023,8
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-09-01,1.74,2023,9
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-10-01,1.69,2023,10
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-11-01,1.64,2023,11
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-12-01,1.63,2023,12
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-01-01,1.58,2024,1
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-02-01,1.61,2024,2
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-03-01,1.69,2024,3
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-04-01,1.71,2024,4
Croatia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-05-01,1.72,2024,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-01-01,1.26,2015,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-02-01,1.26,2015,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-03-01,1.27,2015,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-04-01,1.28,2015,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-05-01,1.41,2015,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-06-01,1.4,2015,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-07-01,1.35,2015,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-08-01,1.29,2015,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-09-01,1.27,2015,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-10-01,1.27,2015,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-11-01,1.2,2015,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-12-01,1.16,2015,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-01-01,1.08,2016,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-02-01,1.08,2016,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-03-01,1.14,2016,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-04-01,1.17,2016,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-05-01,1.22,2016,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-06-01,1.26,2016,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-07-01,1.23,2016,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-08-01,1.21,2016,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-09-01,1.23,2016,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-10-01,1.25,2016,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-11-01,1.21,2016,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-12-01,1.22,2016,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-01-01,1.26,2017,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-02-01,1.28,2017,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-03-01,1.27,2017,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-04-01,1.26,2017,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-05-01,1.28,2017,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-06-01,1.28,2017,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-07-01,1.3,2017,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-08-01,1.36,2017,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-09-01,1.38,2017,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-10-01,1.39,2017,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-11-01,1.41,2017,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-12-01,1.43,2017,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-01-01,1.52,2018,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-02-01,1.52,2018,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-03-01,1.5,2018,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-04-01,1.54,2018,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-05-01,1.56,2018,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-06-01,1.58,2018,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-07-01,1.56,2018,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-08-01,1.54,2018,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-09-01,1.59,2018,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-10-01,1.6,2018,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-11-01,1.56,2018,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-12-01,1.45,2018,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-01-01,1.43,2019,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-02-01,1.48,2019,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-03-01,1.51,2019,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-04-01,1.5,2019,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-05-01,1.52,2019,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-06-01,1.48,2019,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-07-01,1.48,2019,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-08-01,1.47,2019,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-09-01,1.47,2019,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-10-01,1.47,2019,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-11-01,1.47,2019,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2019-12-01,1.49,2019,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-01-01,1.5,2020,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-02-01,1.39,2020,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-03-01,1.32,2020,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-04-01,1.17,2020,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-05-01,1.12,2020,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-06-01,1.25,2020,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-07-01,1.33,2020,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-08-01,1.38,2020,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-09-01,1.33,2020,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-10-01,1.32,2020,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-11-01,1.33,2020,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2020-12-01,1.43,2020,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-01-01,1.47,2021,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-02-01,1.5,2021,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-03-01,1.54,2021,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-04-01,1.54,2021,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-05-01,1.61,2021,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-06-01,1.64,2021,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-07-01,1.65,2021,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-08-01,1.63,2021,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-09-01,1.66,2021,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-10-01,1.7,2021,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-11-01,1.68,2021,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2021-12-01,1.67,2021,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-01-01,1.69,2022,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-02-01,1.75,2022,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-03-01,1.9,2022,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-04-01,1.96,2022,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-05-01,1.94,2022,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-06-01,1.97,2022,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-07-01,1.96,2022,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-08-01,1.82,2022,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-09-01,1.81,2022,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-10-01,1.8,2022,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-11-01,1.91,2022,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2022-12-01,1.78,2022,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-01-01,1.75,2023,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-02-01,1.72,2023,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-03-01,1.68,2023,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-04-01,1.65,2023,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-05-01,1.54,2023,5
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-06-01,1.55,2023,6
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-07-01,1.66,2023,7
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-08-01,1.78,2023,8
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-09-01,1.82,2023,9
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-10-01,1.85,2023,10
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-11-01,1.82,2023,11
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2023-12-01,1.75,2023,12
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2024-01-01,1.7,2024,1
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2024-02-01,1.74,2024,2
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2024-03-01,1.77,2024,3
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2024-04-01,1.73,2024,4
Croatia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2024-05-01,1.69,2024,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-01-01,0.7,2015,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-02-01,0.72,2015,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-03-01,0.75,2015,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-04-01,0.73,2015,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-05-01,0.82,2015,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-06-01,0.81,2015,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-07-01,0.75,2015,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-08-01,0.69,2015,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-09-01,0.67,2015,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-10-01,0.67,2015,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-11-01,0.62,2015,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-12-01,0.59,2015,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-01-01,0.51,2016,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-02-01,0.5,2016,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-03-01,0.54,2016,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-04-01,0.56,2016,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-05-01,0.62,2016,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-06-01,0.66,2016,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-07-01,0.63,2016,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-08-01,0.6,2016,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-09-01,0.63,2016,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-10-01,0.65,2016,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-11-01,0.62,2016,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-12-01,0.65,2016,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-01-01,0.7,2017,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-02-01,0.7,2017,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-03-01,0.69,2017,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-04-01,0.68,2017,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-05-01,0.68,2017,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-06-01,0.66,2017,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-07-01,0.66,2017,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-08-01,0.7,2017,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-09-01,0.72,2017,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-10-01,0.74,2017,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-11-01,0.77,2017,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-12-01,0.79,2017,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-01-01,0.85,2018,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-02-01,0.83,2018,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-03-01,0.82,2018,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-04-01,0.86,2018,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-05-01,0.89,2018,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-06-01,0.91,2018,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-07-01,0.89,2018,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-08-01,0.88,2018,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-09-01,0.92,2018,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-10-01,0.94,2018,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-11-01,0.91,2018,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-12-01,0.79,2018,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-01-01,0.76,2019,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-02-01,0.8,2019,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-03-01,0.83,2019,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-04-01,0.83,2019,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-05-01,0.86,2019,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-06-01,0.81,2019,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-07-01,0.81,2019,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-08-01,0.8,2019,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-09-01,0.8,2019,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-10-01,0.8,2019,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-11-01,0.8,2019,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-12-01,0.81,2019,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-01-01,0.83,2020,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-02-01,0.72,2020,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-03-01,0.61,2020,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-04-01,0.44,2020,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-05-01,0.38,2020,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-06-01,0.49,2020,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-07-01,0.57,2020,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-08-01,0.58,2020,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-09-01,0.54,2020,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-10-01,0.54,2020,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-11-01,0.54,2020,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-12-01,0.62,2020,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-01-01,0.65,2021,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-02-01,0.68,2021,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-03-01,0.73,2021,3
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-04-01,0.73,2021,4
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-05-01,0.76,2021,5
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-06-01,0.79,2021,6
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-07-01,0.82,2021,7
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-08-01,0.8,2021,8
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-09-01,0.82,2021,9
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-10-01,0.9,2021,10
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-11-01,0.91,2021,11
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-12-01,0.85,2021,12
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-01-01,0.92,2022,1
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-02-01,1.02,2022,2
Croatia,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-03-01,1.25,2022,3
